video_id,title,duration_sec,hashtags_count,views,likes,comments,shares,upload_hour,category
vid_3268,Short Video #2268,8,7,95210,9198,1227,423,15,Travel
vid_3269,Short Video #2269,10,7,148981,10561,1309,352,5,Travel
vid_3270,Short Video #2270,26,7,92935,13453,680,243,15,Food
vid_3271,Short Video #2271,30,6,30278,4185,245,212,5,Education
vid_3272,Short Video #2272,7,7,68756,5118,756,320,13,Comedy
vid_3273,Short Video #2273,45,7,132915,7916,2140,319,20,Tech
vid_3274,Short Video #2274,46,7,155998,14674,1375,566,0,Travel
vid_3275,Short Video #2275,18,9,161250,18969,2496,931,8,Tech
vid_3276,Short Video #2276,15,6,191129,12908,2364,400,23,Comedy
vid_3277,Short Video #2277,22,0,105986,10738,1937,109,12,Travel
vid_3278,Short Video #2278,58,3,115600,10697,981,1069,18,Travel
vid_3279,Short Video #2279,16,3,53726,7470,631,201,16,Education
vid_3280,Short Video #2280,27,4,26775,2488,172,80,10,Tech
vid_3281,Short Video #2281,16,9,42169,4359,422,307,7,Education
vid_3282,Short Video #2282,17,5,64789,9428,816,562,22,Lifestyle
vid_3283,Short Video #2283,29,3,43659,3491,698,292,4,Tech
vid_3284,Short Video #2284,49,1,82805,6533,660,272,9,Tech
vid_3285,Short Video #2285,55,5,74813,9722,618,654,6,Lifestyle
vid_3286,Short Video #2286,23,7,173285,13473,2508,969,9,Comedy
vid_3287,Short Video #2287,59,7,55188,7350,592,244,3,Comedy
vid_3288,Short Video #2288,50,6,107403,6396,1313,691,8,Travel
vid_3289,Short Video #2289,40,5,76737,4690,1346,560,13,Food
vid_3290,Short Video #2290,49,1,53962,7561,673,342,1,Education
vid_3291,Short Video #2291,12,6,63791,6639,943,592,8,Food
vid_3292,Short Video #2292,33,4,28832,3514,428,191,20,Travel
vid_3293,Short Video #2293,59,5,154663,11217,2637,1377,0,Food
vid_3294,Short Video #2294,57,9,228972,15255,3336,1438,22,Tech
vid_3295,Short Video #2295,59,7,84079,11224,502,333,9,Tech
vid_3296,Short Video #2296,36,7,100452,8625,1017,581,9,Lifestyle
vid_3297,Short Video #2297,55,2,82659,7894,1639,146,19,Lifestyle
vid_3298,Short Video #2298,48,6,60351,3186,479,185,21,Travel
vid_3299,Short Video #2299,22,0,150684,13348,2079,1189,2,Travel
vid_3300,Short Video #2300,10,0,119544,15187,2109,831,5,Travel
vid_3301,Short Video #2301,22,6,17200,2272,237,42,5,Tech
vid_3302,Short Video #2302,23,9,53062,6360,561,262,20,Food
vid_3303,Short Video #2303,26,8,28800,3433,178,65,1,Education
vid_3304,Short Video #2304,41,6,251010,25257,2616,2184,17,Travel
vid_3305,Short Video #2305,36,9,89045,9245,688,176,22,Travel
vid_3306,Short Video #2306,60,4,114053,14172,2214,785,1,Tech
vid_3307,Short Video #2307,45,7,79859,5967,1255,516,11,Education
vid_3308,Short Video #2308,7,1,191303,13994,3106,1005,21,Tech
vid_3309,Short Video #2309,32,8,165449,23988,1909,579,4,Education
vid_3310,Short Video #2310,14,5,86743,4577,576,402,19,Tech
vid_3311,Short Video #2311,55,8,276729,17695,2490,2285,6,Food
vid_3312,Short Video #2312,39,1,110325,11808,981,866,23,Travel
vid_3313,Short Video #2313,33,2,41106,5088,505,314,15,Comedy
vid_3314,Short Video #2314,58,7,104821,10879,1248,812,19,Comedy
vid_3315,Short Video #2315,19,0,134654,11513,1548,309,0,Travel
vid_3316,Short Video #2316,37,9,91132,13469,1133,172,0,Travel
vid_3317,Short Video #2317,11,6,77119,9283,1527,675,16,Travel
vid_3318,Short Video #2318,16,6,284536,37882,2696,2428,0,Travel
vid_3319,Short Video #2319,53,0,48459,2617,689,345,20,Education
vid_3320,Short Video #2320,34,8,18802,1383,161,121,19,Food
vid_3321,Short Video #2321,25,7,260779,22796,3129,1121,12,Comedy
vid_3322,Short Video #2322,35,3,47305,3229,378,142,8,Lifestyle
vid_3323,Short Video #2323,28,9,83119,4761,1111,582,14,Comedy
vid_3324,Short Video #2324,24,4,78711,5707,706,725,2,Comedy
vid_3325,Short Video #2325,41,1,206705,21365,1147,1019,13,Tech
vid_3326,Short Video #2326,8,8,233494,27919,4022,870,22,Travel
vid_3327,Short Video #2327,32,5,45459,5791,314,156,10,Travel
vid_3328,Short Video #2328,48,2,222825,12097,2344,270,23,Travel
vid_3329,Short Video #2329,24,6,220366,20449,2679,1252,21,Tech
vid_3330,Short Video #2330,28,8,99868,6213,1147,988,11,Food
vid_3331,Short Video #2331,54,2,172737,16085,2743,1440,12,Food
vid_3332,Short Video #2332,53,1,183450,17133,2559,1665,12,Lifestyle
vid_3333,Short Video #2333,55,6,84841,8468,800,559,0,Food
vid_3334,Short Video #2334,36,6,89810,12509,518,478,23,Food
vid_3335,Short Video #2335,45,3,140589,18348,2321,1393,9,Travel
vid_3336,Short Video #2336,40,8,37156,4223,382,186,2,Education
vid_3337,Short Video #2337,57,7,79834,11060,1464,738,23,Comedy
vid_3338,Short Video #2338,38,0,48039,5661,524,377,3,Food
vid_3339,Short Video #2339,40,0,231919,30586,3656,922,15,Food
vid_3340,Short Video #2340,6,4,79272,8432,1513,438,7,Tech
vid_3341,Short Video #2341,19,5,116520,11945,1720,519,15,Lifestyle
vid_3342,Short Video #2342,38,2,86591,10599,970,192,16,Education
vid_3343,Short Video #2343,40,8,83275,4327,1125,350,18,Tech
vid_3344,Short Video #2344,10,9,112036,13336,1473,1008,21,Travel
vid_3345,Short Video #2345,43,5,63679,9134,877,495,14,Comedy
vid_3346,Short Video #2346,46,3,87632,10638,631,306,15,Lifestyle
vid_3347,Short Video #2347,55,6,87246,4683,1350,376,14,Tech
vid_3348,Short Video #2348,55,7,76578,6722,549,501,1,Food
vid_3349,Short Video #2349,58,8,124820,16346,651,592,10,Food
vid_3350,Short Video #2350,16,5,75493,11011,1084,417,0,Lifestyle
vid_3351,Short Video #2351,7,5,259540,22584,1752,1890,14,Food
vid_3352,Short Video #2352,49,7,143972,19309,2383,749,18,Tech
vid_3353,Short Video #2353,22,4,43932,5991,790,119,3,Tech
vid_3354,Short Video #2354,44,2,137382,8562,2633,781,10,Food
vid_3355,Short Video #2355,25,2,65271,8784,976,274,4,Food
vid_3356,Short Video #2356,19,5,107088,8826,1309,387,2,Travel
vid_3357,Short Video #2357,37,1,63658,6959,654,251,12,Comedy
vid_3358,Short Video #2358,39,5,26459,2748,327,130,9,Lifestyle
vid_3359,Short Video #2359,30,5,97436,11332,765,874,10,Tech
vid_3360,Short Video #2360,12,7,41745,5178,426,317,17,Lifestyle
vid_3361,Short Video #2361,40,6,126985,11947,2002,890,1,Travel
vid_3362,Short Video #2362,52,7,109630,15220,905,574,6,Tech
vid_3363,Short Video #2363,34,8,68711,8997,615,69,8,Travel
vid_3364,Short Video #2364,27,5,295174,37942,4793,1199,9,Travel
vid_3365,Short Video #2365,46,2,46930,4497,359,390,17,Education
vid_3366,Short Video #2366,48,9,67873,3648,589,304,22,Food
vid_3367,Short Video #2367,18,2,50391,5000,265,306,6,Education
vid_3368,Short Video #2368,18,0,335974,46984,5308,955,6,Lifestyle
vid_3369,Short Video #2369,6,4,222202,15341,3170,2053,2,Lifestyle
vid_3370,Short Video #2370,59,3,42054,6234,648,391,11,Food
vid_3371,Short Video #2371,41,8,60153,7866,494,139,6,Education
vid_3372,Short Video #2372,9,8,61390,7427,939,461,16,Lifestyle
vid_3373,Short Video #2373,42,4,70938,8350,989,118,0,Education
vid_3374,Short Video #2374,49,9,52803,5739,554,337,4,Food
vid_3375,Short Video #2375,45,3,68634,8377,793,178,15,Tech
vid_3376,Short Video #2376,58,6,180398,16630,2438,416,14,Travel
vid_3377,Short Video #2377,51,5,317472,42709,3936,329,1,Travel
vid_3378,Short Video #2378,18,3,39079,4675,571,369,8,Education
vid_3379,Short Video #2379,60,9,52856,6719,407,447,6,Lifestyle
vid_3380,Short Video #2380,43,1,112210,14503,1471,190,3,Education
vid_3381,Short Video #2381,29,0,38246,2264,449,244,19,Education
vid_3382,Short Video #2382,24,3,113966,6332,1357,352,17,Comedy
vid_3383,Short Video #2383,6,3,136497,17758,1643,460,20,Travel
vid_3384,Short Video #2384,43,0,150300,11413,2738,1332,3,Food
vid_3385,Short Video #2385,10,5,134226,14522,2319,272,12,Education
vid_3386,Short Video #2386,21,3,71600,6756,1034,459,0,Comedy
vid_3387,Short Video #2387,29,0,88521,4621,1393,408,23,Comedy
vid_3388,Short Video #2388,32,0,48643,2628,274,132,2,Travel
vid_3389,Short Video #2389,6,0,130431,17309,2107,660,15,Travel
vid_3390,Short Video #2390,39,7,258335,28615,3175,2444,21,Travel
vid_3391,Short Video #2391,41,9,130264,13336,1272,1046,3,Food
vid_3392,Short Video #2392,9,7,65055,9396,461,142,22,Comedy
vid_3393,Short Video #2393,5,1,179310,12069,1098,1550,15,Lifestyle
vid_3394,Short Video #2394,44,6,408149,30936,2315,3851,18,Food
vid_3395,Short Video #2395,16,7,114220,14354,848,398,0,Tech
vid_3396,Short Video #2396,60,7,137679,17557,750,550,4,Education
vid_3397,Short Video #2397,40,9,148244,13414,2370,316,18,Travel
vid_3398,Short Video #2398,49,6,37696,5469,329,154,21,Comedy
vid_3399,Short Video #2399,27,4,77136,11094,812,544,23,Education
vid_3400,Short Video #2400,51,0,72524,3716,1257,250,10,Food
vid_3401,Short Video #2401,35,8,162904,10952,1094,172,12,Tech
vid_3402,Short Video #2402,15,6,151906,20054,2663,614,19,Food
vid_3403,Short Video #2403,14,1,91817,7668,1339,466,4,Food
vid_3404,Short Video #2404,7,5,69959,4165,708,426,20,Lifestyle
vid_3405,Short Video #2405,58,1,35883,4610,242,256,3,Education
vid_3406,Short Video #2406,18,0,97807,9336,623,152,3,Lifestyle
vid_3407,Short Video #2407,20,6,55673,5525,558,291,3,Food
vid_3408,Short Video #2408,14,1,51683,3547,367,175,3,Tech
vid_3409,Short Video #2409,33,1,172088,19977,1551,1640,19,Comedy
vid_3410,Short Video #2410,14,4,161644,16992,936,685,20,Comedy
vid_3411,Short Video #2411,16,4,73632,5203,1025,139,17,Education
vid_3412,Short Video #2412,34,6,38506,3235,276,52,17,Travel
vid_3413,Short Video #2413,45,0,60144,6597,983,203,15,Travel
vid_3414,Short Video #2414,5,7,179145,25525,1481,467,8,Comedy
vid_3415,Short Video #2415,9,2,130696,18563,2217,895,17,Food
vid_3416,Short Video #2416,24,3,74378,5860,583,641,21,Food
vid_3417,Short Video #2417,12,8,102257,12635,1617,389,1,Lifestyle
vid_3418,Short Video #2418,47,3,28427,3625,284,176,20,Education
vid_3419,Short Video #2419,16,9,27165,3555,373,205,3,Lifestyle
vid_3420,Short Video #2420,5,4,323280,34615,1803,1482,11,Travel
vid_3421,Short Video #2421,58,6,133775,6829,1662,213,6,Comedy
vid_3422,Short Video #2422,24,3,98814,12467,714,302,14,Food
vid_3423,Short Video #2423,32,0,77794,4718,956,696,6,Comedy
vid_3424,Short Video #2424,47,8,34299,2115,244,288,21,Tech
vid_3425,Short Video #2425,41,3,179140,19806,2070,318,20,Comedy
vid_3426,Short Video #2426,51,8,49904,7403,332,150,16,Tech
vid_3427,Short Video #2427,41,5,150619,11184,1250,1193,15,Lifestyle
vid_3428,Short Video #2428,16,0,106852,12243,1488,574,18,Lifestyle
vid_3429,Short Video #2429,41,2,95677,7689,1880,750,8,Travel
vid_3430,Short Video #2430,53,1,45187,6320,530,131,13,Comedy
vid_3431,Short Video #2431,53,8,45550,4980,697,436,16,Comedy
vid_3432,Short Video #2432,60,0,124736,8824,1632,1004,4,Tech
vid_3433,Short Video #2433,48,8,103521,7889,1291,287,1,Lifestyle
vid_3434,Short Video #2434,60,8,101549,9469,606,611,19,Tech
vid_3435,Short Video #2435,32,7,117198,7290,839,236,15,Lifestyle
vid_3436,Short Video #2436,51,7,30882,1787,563,131,13,Tech
vid_3437,Short Video #2437,19,0,181513,21419,2024,1259,13,Lifestyle
vid_3438,Short Video #2438,10,7,79734,7233,1133,316,0,Tech
vid_3439,Short Video #2439,48,9,199144,24419,2573,1376,2,Lifestyle
vid_3440,Short Video #2440,24,2,29584,1804,316,94,6,Education
vid_3441,Short Video #2441,54,6,138886,15414,1502,1040,14,Tech
vid_3442,Short Video #2442,18,0,138101,13027,1841,585,18,Comedy
vid_3443,Short Video #2443,6,0,40470,2258,288,328,19,Travel
vid_3444,Short Video #2444,13,9,67268,7028,727,150,1,Education
vid_3445,Short Video #2445,41,4,52276,3046,611,222,18,Education
vid_3446,Short Video #2446,24,4,165698,22000,3276,857,8,Tech
vid_3447,Short Video #2447,30,7,118816,13449,1220,572,18,Travel
vid_3448,Short Video #2448,33,6,257637,27231,3779,1261,4,Comedy
vid_3449,Short Video #2449,5,7,111499,7063,787,557,17,Education
vid_3450,Short Video #2450,59,5,153176,12061,916,1516,15,Comedy
vid_3451,Short Video #2451,39,5,199427,19800,3604,546,3,Lifestyle
vid_3452,Short Video #2452,10,1,137675,15602,2197,1090,11,Travel
vid_3453,Short Video #2453,41,5,78393,5356,765,467,6,Food
vid_3454,Short Video #2454,57,4,70110,3567,881,331,13,Lifestyle
vid_3455,Short Video #2455,9,2,94104,7949,662,630,22,Travel
vid_3456,Short Video #2456,37,5,159205,15647,2484,1382,11,Tech
vid_3457,Short Video #2457,53,7,62338,4266,377,324,2,Tech
vid_3458,Short Video #2458,55,8,145989,14484,2387,1282,4,Comedy
vid_3459,Short Video #2459,18,0,119800,10045,1581,220,16,Education
vid_3460,Short Video #2460,16,2,46537,4444,427,320,9,Food
vid_3461,Short Video #2461,46,2,141792,12016,2543,566,9,Tech
vid_3462,Short Video #2462,24,7,107489,12129,2127,481,10,Travel
vid_3463,Short Video #2463,57,0,70946,3851,625,435,16,Education
vid_3464,Short Video #2464,54,4,106559,7149,1821,566,4,Education
vid_3465,Short Video #2465,28,2,72620,6773,1180,322,12,Travel
vid_3466,Short Video #2466,47,1,114531,9807,1856,432,9,Education
vid_3467,Short Video #2467,38,7,89252,7957,1727,585,8,Tech
vid_3468,Short Video #2468,29,2,39420,5139,484,218,16,Travel
vid_3469,Short Video #2469,54,6,90869,12597,1373,355,0,Travel
vid_3470,Short Video #2470,33,0,75689,5666,1313,215,3,Comedy
vid_3471,Short Video #2471,43,5,144545,19316,1762,1152,3,Food
vid_3472,Short Video #2472,35,2,167353,16045,2045,1371,17,Comedy
vid_3473,Short Video #2473,60,7,72736,5628,711,212,8,Food
vid_3474,Short Video #2474,51,5,61473,9131,1027,206,17,Travel
vid_3475,Short Video #2475,47,1,36022,4772,550,113,13,Education
vid_3476,Short Video #2476,54,5,60571,9050,712,542,14,Food
vid_3477,Short Video #2477,27,6,81311,5433,918,647,5,Travel
vid_3478,Short Video #2478,48,4,44198,2845,269,73,23,Travel
vid_3479,Short Video #2479,42,2,168700,16926,859,1432,9,Comedy
vid_3480,Short Video #2480,24,3,115531,13154,1494,153,14,Comedy
vid_3481,Short Video #2481,27,3,91835,6162,1034,301,3,Education
vid_3482,Short Video #2482,49,5,97733,13295,1655,906,17,Lifestyle
vid_3483,Short Video #2483,56,9,118613,12241,1558,1041,17,Tech
vid_3484,Short Video #2484,20,0,144329,13147,2749,1159,16,Lifestyle
vid_3485,Short Video #2485,54,3,160396,17676,1273,820,11,Lifestyle
vid_3486,Short Video #2486,46,9,82003,9306,1627,319,6,Education
vid_3487,Short Video #2487,59,3,90657,4920,858,809,15,Food
vid_3488,Short Video #2488,12,9,109511,16425,1602,757,10,Education
vid_3489,Short Video #2489,54,0,88463,7642,1108,323,13,Education
vid_3490,Short Video #2490,25,8,166606,9355,1731,861,2,Travel
vid_3491,Short Video #2491,5,3,206157,27879,1461,1841,18,Travel
vid_3492,Short Video #2492,59,6,121351,18117,852,1108,17,Travel
vid_3493,Short Video #2493,12,2,57244,7535,897,396,9,Tech
vid_3494,Short Video #2494,33,9,133925,18105,1428,1016,5,Food
vid_3495,Short Video #2495,36,2,124270,13991,2413,168,12,Food
vid_3496,Short Video #2496,42,7,54435,7742,538,350,9,Travel
vid_3497,Short Video #2497,9,7,124189,6653,2453,894,17,Lifestyle
vid_3498,Short Video #2498,51,0,71216,9021,575,84,19,Tech
vid_3499,Short Video #2499,26,9,154454,18082,1010,1327,15,Lifestyle
vid_3500,Short Video #2500,51,1,133273,7324,1291,1246,5,Comedy
vid_3501,Short Video #2501,38,7,112847,11780,2063,354,12,Food
vid_3502,Short Video #2502,5,0,101025,10254,1295,870,3,Food
vid_3503,Short Video #2503,59,7,27446,3270,193,191,22,Lifestyle
vid_3504,Short Video #2504,59,7,47640,2751,382,296,13,Tech
vid_3505,Short Video #2505,30,1,91264,11912,882,783,0,Food
vid_3506,Short Video #2506,47,3,245641,15706,3402,877,19,Lifestyle
vid_3507,Short Video #2507,14,5,138525,12725,1383,1124,4,Education
vid_3508,Short Video #2508,34,8,293146,40491,4750,1122,7,Education
vid_3509,Short Video #2509,54,7,103755,11003,1477,839,11,Tech
vid_3510,Short Video #2510,22,7,96905,8523,1754,490,1,Lifestyle
vid_3511,Short Video #2511,21,6,232135,12725,2905,476,11,Education
vid_3512,Short Video #2512,30,8,89722,10517,894,397,4,Tech
vid_3513,Short Video #2513,12,1,54617,8119,1089,169,21,Travel
vid_3514,Short Video #2514,51,2,119378,16853,1233,227,4,Tech
vid_3515,Short Video #2515,44,9,193592,23565,2212,385,12,Comedy
vid_3516,Short Video #2516,53,7,60140,3640,1030,482,8,Travel
vid_3517,Short Video #2517,16,5,140565,10393,889,1255,9,Lifestyle
vid_3518,Short Video #2518,31,9,93345,6411,1007,872,0,Travel
vid_3519,Short Video #2519,12,8,129418,11071,813,1124,2,Travel
vid_3520,Short Video #2520,29,9,119147,8763,844,1009,17,Lifestyle
vid_3521,Short Video #2521,50,3,76988,5731,390,124,11,Lifestyle
vid_3522,Short Video #2522,8,7,92622,10343,476,751,2,Education
vid_3523,Short Video #2523,37,9,79862,6538,854,642,8,Comedy
vid_3524,Short Video #2524,5,2,106005,12478,1816,231,1,Lifestyle
vid_3525,Short Video #2525,23,2,59417,8602,820,413,2,Food
vid_3526,Short Video #2526,35,7,68579,7807,996,347,13,Food
vid_3527,Short Video #2527,20,4,77004,9638,984,700,3,Comedy
vid_3528,Short Video #2528,18,2,124869,15628,2159,906,18,Tech
vid_3529,Short Video #2529,57,9,42221,3507,768,403,12,Tech
vid_3530,Short Video #2530,52,0,92570,4766,1642,179,6,Food
vid_3531,Short Video #2531,9,2,64542,3582,1108,88,11,Lifestyle
vid_3532,Short Video #2532,45,8,77122,6031,596,752,2,Comedy
vid_3533,Short Video #2533,30,4,66429,7902,923,114,22,Tech
vid_3534,Short Video #2534,32,9,110939,15605,1523,496,22,Tech
vid_3535,Short Video #2535,6,1,89835,13105,1160,615,8,Travel
vid_3536,Short Video #2536,54,6,151291,7955,1847,1349,1,Food
vid_3537,Short Video #2537,10,1,125622,18718,796,413,21,Lifestyle
vid_3538,Short Video #2538,13,3,39252,3228,256,49,8,Comedy
vid_3539,Short Video #2539,37,6,55492,7452,1028,315,11,Tech
vid_3540,Short Video #2540,45,3,88977,6053,1285,466,11,Travel
vid_3541,Short Video #2541,29,6,96205,5415,859,361,14,Food
vid_3542,Short Video #2542,52,6,58508,5139,537,518,1,Food
vid_3543,Short Video #2543,17,0,215859,29333,3055,1671,17,Comedy
vid_3544,Short Video #2544,13,5,165845,11954,1841,1446,12,Tech
vid_3545,Short Video #2545,57,8,36796,2406,427,90,13,Comedy
vid_3546,Short Video #2546,17,1,121449,17121,717,878,4,Comedy
vid_3547,Short Video #2547,35,2,96040,13813,680,938,9,Education
vid_3548,Short Video #2548,45,9,208214,10671,2269,1354,11,Travel
vid_3549,Short Video #2549,15,4,38486,4723,596,97,9,Food
vid_3550,Short Video #2550,8,8,339732,27491,1943,3384,23,Education
vid_3551,Short Video #2551,38,3,59529,5207,596,342,10,Lifestyle
vid_3552,Short Video #2552,42,0,123885,12005,1911,1060,1,Food
vid_3553,Short Video #2553,50,3,68609,6358,1158,160,4,Food
vid_3554,Short Video #2554,8,5,78771,7995,618,550,6,Travel
vid_3555,Short Video #2555,42,4,35823,3877,572,330,5,Lifestyle
vid_3556,Short Video #2556,23,0,202426,19546,3913,1171,21,Tech
vid_3557,Short Video #2557,10,3,83969,10089,1562,302,22,Lifestyle
vid_3558,Short Video #2558,38,5,87465,10658,1472,187,2,Tech
vid_3559,Short Video #2559,22,9,395335,37175,6200,1448,12,Lifestyle
vid_3560,Short Video #2560,17,9,175547,11278,1496,736,2,Comedy
vid_3561,Short Video #2561,45,3,66103,7539,959,488,23,Lifestyle
vid_3562,Short Video #2562,27,8,68449,8713,1002,178,20,Education
vid_3563,Short Video #2563,23,4,115367,13130,1280,225,5,Education
vid_3564,Short Video #2564,49,7,156754,17055,1943,702,10,Travel
vid_3565,Short Video #2565,15,8,282508,20606,4353,1448,16,Tech
vid_3566,Short Video #2566,5,9,37614,4307,725,250,9,Food
vid_3567,Short Video #2567,28,4,152697,12748,1439,1125,11,Travel
vid_3568,Short Video #2568,58,5,168148,23869,1462,1513,16,Education
vid_3569,Short Video #2569,11,0,61469,7091,862,221,3,Education
vid_3570,Short Video #2570,29,6,79526,6188,553,457,1,Tech
vid_3571,Short Video #2571,25,3,37115,3611,509,159,10,Education
vid_3572,Short Video #2572,19,1,73091,9842,462,74,6,Education
vid_3573,Short Video #2573,5,4,113465,9479,1402,705,1,Tech
vid_3574,Short Video #2574,16,2,256907,26344,3675,2143,17,Education
vid_3575,Short Video #2575,11,5,271527,32031,1643,360,20,Food
vid_3576,Short Video #2576,19,7,53232,6678,431,54,3,Comedy
vid_3577,Short Video #2577,25,6,236739,15953,2374,1787,7,Travel
vid_3578,Short Video #2578,23,2,30650,3264,322,219,19,Food
vid_3579,Short Video #2579,33,7,69497,9814,1052,323,13,Food
vid_3580,Short Video #2580,29,1,82364,12093,1065,572,11,Comedy
vid_3581,Short Video #2581,37,9,114814,13274,1232,1099,21,Travel
vid_3582,Short Video #2582,53,8,105230,15612,1237,339,20,Food
vid_3583,Short Video #2583,36,3,122935,13163,638,395,17,Education
vid_3584,Short Video #2584,53,0,88452,8337,1464,236,10,Comedy
vid_3585,Short Video #2585,39,7,175562,18461,985,1319,7,Travel
vid_3586,Short Video #2586,48,6,149507,9205,2607,624,1,Lifestyle
vid_3587,Short Video #2587,42,4,82972,7481,1088,821,14,Tech
vid_3588,Short Video #2588,30,9,163641,15683,2113,1216,8,Education
vid_3589,Short Video #2589,15,4,341485,46053,5316,1470,18,Comedy
vid_3590,Short Video #2590,39,6,65909,8295,1179,154,19,Tech
vid_3591,Short Video #2591,12,4,269736,29709,5162,1706,7,Lifestyle
vid_3592,Short Video #2592,50,7,69557,5893,914,254,18,Food
vid_3593,Short Video #2593,18,5,230083,15807,1670,2105,4,Food
vid_3594,Short Video #2594,14,4,71142,6031,1293,353,10,Travel
vid_3595,Short Video #2595,6,8,156278,18437,876,567,14,Comedy
vid_3596,Short Video #2596,50,1,109949,8389,1881,692,7,Comedy
vid_3597,Short Video #2597,13,0,33821,3134,514,75,18,Travel
vid_3598,Short Video #2598,7,7,311555,27627,5785,1886,22,Tech
vid_3599,Short Video #2599,25,2,57683,7300,1064,86,7,Food
vid_3600,Short Video #2600,30,6,46084,6377,267,297,18,Food
vid_3601,Short Video #2601,12,9,67261,8067,951,388,17,Comedy
vid_3602,Short Video #2602,52,7,450786,37938,3096,2563,9,Comedy
vid_3603,Short Video #2603,6,5,46526,4341,287,333,6,Travel
vid_3604,Short Video #2604,10,9,109858,7067,1287,153,8,Lifestyle
vid_3605,Short Video #2605,32,8,50317,3361,325,258,0,Tech
vid_3606,Short Video #2606,57,6,55769,3704,887,278,18,Education
vid_3607,Short Video #2607,33,9,37810,2384,738,194,4,Lifestyle
vid_3608,Short Video #2608,30,4,119264,8104,1615,1171,18,Lifestyle
vid_3609,Short Video #2609,29,7,89614,6297,764,201,0,Comedy
vid_3610,Short Video #2610,16,1,50070,3063,883,361,14,Comedy
vid_3611,Short Video #2611,9,6,166695,19007,2966,769,15,Comedy
vid_3612,Short Video #2612,38,3,177589,26467,2839,995,22,Lifestyle
vid_3613,Short Video #2613,52,8,126037,17382,1793,990,6,Tech
vid_3614,Short Video #2614,41,0,199267,10872,3590,481,11,Comedy
vid_3615,Short Video #2615,19,6,80064,7390,596,630,7,Food
vid_3616,Short Video #2616,48,5,119781,16281,2272,195,4,Tech
vid_3617,Short Video #2617,40,7,80250,5093,1541,429,9,Food
vid_3618,Short Video #2618,19,4,39958,5384,722,306,20,Tech
vid_3619,Short Video #2619,47,0,112594,12303,986,307,4,Comedy
vid_3620,Short Video #2620,52,0,108576,15540,1940,861,16,Education
vid_3621,Short Video #2621,27,8,96943,13339,1208,242,4,Travel
vid_3622,Short Video #2622,10,9,123540,14541,1720,1012,21,Comedy
vid_3623,Short Video #2623,50,5,230300,26664,4055,1202,14,Lifestyle
vid_3624,Short Video #2624,54,9,87321,6227,475,625,12,Education
vid_3625,Short Video #2625,48,4,55586,3428,580,514,0,Lifestyle
vid_3626,Short Video #2626,47,0,85080,7788,1466,397,10,Tech
vid_3627,Short Video #2627,49,5,90934,6243,1564,281,22,Lifestyle
vid_3628,Short Video #2628,25,5,178109,10729,3157,1568,0,Education
vid_3629,Short Video #2629,27,2,105239,8443,793,258,10,Education
vid_3630,Short Video #2630,47,7,49567,6743,772,331,17,Comedy
vid_3631,Short Video #2631,59,0,160055,8277,1152,1489,17,Food
vid_3632,Short Video #2632,20,0,145375,11522,2438,1027,20,Comedy
vid_3633,Short Video #2633,51,5,105267,9727,913,290,15,Tech
vid_3634,Short Video #2634,57,9,174372,17621,2801,413,12,Lifestyle
vid_3635,Short Video #2635,19,0,192791,13140,2279,630,6,Food
vid_3636,Short Video #2636,29,5,78710,11524,1557,355,0,Travel
vid_3637,Short Video #2637,40,0,57520,6205,787,139,15,Education
vid_3638,Short Video #2638,15,5,98014,10018,1420,801,0,Food
vid_3639,Short Video #2639,55,2,136211,6930,1433,573,16,Food
vid_3640,Short Video #2640,19,7,92668,9134,1484,873,5,Comedy
vid_3641,Short Video #2641,8,5,54553,7297,677,468,1,Travel
vid_3642,Short Video #2642,25,0,108836,7832,573,999,16,Education
vid_3643,Short Video #2643,17,4,29140,2480,411,106,5,Tech
vid_3644,Short Video #2644,26,7,81253,4229,1418,500,13,Tech
vid_3645,Short Video #2645,23,2,164505,24296,1406,640,17,Food
vid_3646,Short Video #2646,38,5,169950,9630,1413,562,5,Food
vid_3647,Short Video #2647,18,4,10343,1446,146,66,9,Lifestyle
vid_3648,Short Video #2648,8,5,87943,7149,1518,735,23,Travel
vid_3649,Short Video #2649,52,9,141430,15381,1236,260,17,Education
vid_3650,Short Video #2650,57,0,48744,5748,925,169,8,Food
vid_3651,Short Video #2651,56,6,78970,5060,1493,224,7,Lifestyle
vid_3652,Short Video #2652,50,8,203746,19228,1631,1667,9,Travel
vid_3653,Short Video #2653,31,1,73828,6094,661,694,16,Education
vid_3654,Short Video #2654,33,9,257605,14338,3995,442,22,Tech
vid_3655,Short Video #2655,51,4,63277,8436,1219,279,5,Lifestyle
vid_3656,Short Video #2656,32,9,230021,12540,3599,2123,13,Travel
vid_3657,Short Video #2657,39,3,100723,11615,1175,413,21,Lifestyle
vid_3658,Short Video #2658,12,5,58279,4744,439,432,21,Food
vid_3659,Short Video #2659,20,5,230482,15952,2746,439,5,Comedy
vid_3660,Short Video #2660,46,1,47863,5586,674,239,6,Tech
vid_3661,Short Video #2661,40,1,61231,6579,610,338,11,Food
vid_3662,Short Video #2662,34,3,132448,10797,1675,1035,2,Food
vid_3663,Short Video #2663,22,0,103620,10496,720,372,13,Travel
vid_3664,Short Video #2664,6,8,116352,8682,1370,393,21,Lifestyle
vid_3665,Short Video #2665,53,6,79142,10792,503,294,18,Tech
